final_draw_events,unique_urns,date_start,date_end,total_borrowed_dai,mean_borrowed_dai,median_borrowed_dai,std_borrowed_dai,minimum_borrowed_dai,maximum_borrowed_dai
130742,16846,2020-01-01,2023-07-31,13318097854.94336,101865.4897044818,4791.783314462435,1523003.3317734057,1.0,150450000.0
